date,time,price_hkd,volume_shares,avg_price_hkd
2026-09-23,10:41,0.350,81000,26875.000
2026-09-23,10:42,0.350,81000,26875.000
2026-09-23,10:43,0.350,81000,26875.000
2026-09-23,10:44,0.350,110000,37025.000
2026-09-23,10:45,0.350,110000,37025.000
2026-09-23,10:46,0.350,110000,37025.000
2026-09-23,10:47,0.350,110000,37025.000
2026-09-23,10:48,0.350,110000,37025.000
2026-09-23,10:49,0.340,112000,37705.000
2026-09-23,10:50,0.340,112000,37705.000
2026-09-23,10:51,0.340,112000,37705.000
2026-09-23,10:52,0.340,112000,37705.000
2026-09-23,10:53,0.340,112000,37705.000
2026-09-23,10:54,0.340,112000,37705.000
2026-09-23,10:55,0.335,112000,37705.000
2026-09-23,10:56,0.335,112000,37705.000
2026-09-23,10:57,0.325,122000,40955.000
2026-09-23,10:58,0.325,122000,40955.000
2026-09-23,10:59,0.325,122000,40955.000
2026-09-23,11:00,0.325,122000,40955.000
2026-09-23,11:01,0.325,122000,40955.000
2026-09-23,11:02,0.325,122000,40955.000
2026-09-23,11:03,0.325,122000,40955.000
2026-09-23,11:04,0.325,122000,40955.000
2026-09-23,11:05,0.325,122000,40955.000
2026-09-23,11:06,0.325,122000,40955.000
2026-09-23,11:07,0.325,122000,40955.000
2026-09-23,11:08,0.325,122000,40955.000
2026-09-23,11:09,0.325,122000,40955.000
2026-09-23,11:10,0.325,122000,40955.000
2026-09-23,11:11,0.325,122000,40955.000
2026-09-23,11:12,0.325,122000,40955.000
2026-09-23,11:13,0.325,122000,40955.000
2026-09-23,11:14,0.325,122000,40955.000
2026-09-23,11:15,0.325,122000,40955.000
2026-09-23,11:16,0.325,122000,40955.000
2026-09-23,11:17,0.325,122000,40955.000
2026-09-23,11:18,0.325,122000,40955.000
2026-09-23,11:19,0.325,122000,40955.000
2026-09-23,11:20,0.325,122000,40955.000
2026-09-23,11:21,0.325,122000,40955.000
2026-09-23,11:22,0.325,122000,40955.000
2026-09-23,11:23,0.325,122000,40955.000
2026-09-23,11:24,0.325,122000,40955.000
2026-09-23,11:25,0.325,122000,40955.000
2026-09-23,11:26,0.325,122000,40955.000
2026-09-23,11:27,0.325,122000,40955.000
2026-09-23,11:28,0.325,122000,40955.000
2026-09-23,11:29,0.325,122000,40955.000
2026-09-23,11:30,0.325,122000,40955.000
2026-09-23,11:31,0.325,122000,40955.000
2026-09-23,11:32,0.325,122000,40955.000
2026-09-23,11:33,0.325,122000,40955.000
2026-09-23,11:34,0.325,122000,40955.000
2026-09-23,11:35,0.325,122000,40955.000
2026-09-23,11:36,0.325,122000,40955.000
2026-09-23,11:37,0.325,122000,40955.000
2026-09-23,11:38,0.325,145000,48430.000
2026-09-23,11:39,0.325,145000,48430.000
2026-09-23,11:40,0.325,145000,48430.000
2026-09-23,11:41,0.325,145000,48430.000
2026-09-23,11:42,0.325,145000,48430.000
2026-09-23,11:43,0.325,145000,48430.000
2026-09-23,11:44,0.325,145000,48430.000
2026-09-23,11:45,0.325,145000,48430.000
2026-09-23,11:46,0.325,145000,48430.000
2026-09-23,11:47,0.325,145000,48430.000
2026-09-23,11:48,0.325,145000,48430.000
2026-09-23,11:49,0.325,145000,48430.000
2026-09-23,11:50,0.325,145000,48430.000
2026-09-23,11:51,0.325,145000,48430.000
2026-09-23,11:52,0.325,145000,48430.000
2026-09-23,11:53,0.325,145000,48430.000
2026-09-23,11:54,0.325,145000,48430.000
2026-09-23,11:55,0.325,145000,48430.000
2026-09-23,11:56,0.325,145000,48430.000
2026-09-23,11:57,0.325,145000,48430.000
2026-09-23,11:58,0.325,145000,48430.000
2026-09-23,11:59,0.325,145000,48430.000
2026-09-23,12:00,0.325,145000,48430.000
2026-09-23,13:00,0.325,145000,48430.000
2026-09-23,13:01,0.325,145000,48430.000
2026-09-23,13:02,0.325,145000,48430.000
2026-09-23,13:03,0.325,145000,48430.000
2026-09-23,13:04,0.325,145000,48430.000
2026-09-23,13:05,0.325,145000,48430.000
2026-09-23,13:06,0.325,145000,48430.000
2026-09-23,13:07,0.325,145000,48430.000
2026-09-23,13:08,0.325,145000,48430.000
2026-09-23,13:09,0.325,145000,48430.000
2026-09-23,13:10,0.325,145000,48430.000
2026-09-23,13:11,0.325,145000,48430.000
2026-09-23,13:12,0.325,145000,48430.000
2026-09-23,13:13,0.325,145000,48430.000
2026-09-23,13:14,0.325,145000,48430.000
2026-09-23,13:15,0.325,145000,48430.000
2026-09-23,13:16,0.325,145000,48430.000
2026-09-23,13:17,0.325,145000,48430.000
2026-09-23,13:18,0.325,145000,48430.000
2026-09-23,13:19,0.325,145000,48430.000
2026-09-23,13:20,0.325,145000,48430.000
2026-09-23,13:21,0.325,145000,48430.000
2026-09-23,13:22,0.325,145000,48430.000
2026-09-23,13:23,0.325,145000,48430.000
2026-09-23,13:24,0.325,145000,48430.000
2026-09-23,13:25,0.325,145000,48430.000
2026-09-23,13:26,0.325,145000,48430.000
2026-09-23,13:27,0.325,145000,48430.000
2026-09-23,13:28,0.325,145000,48430.000
2026-09-23,13:29,0.325,145000,48430.000
2026-09-23,13:30,0.325,145000,48430.000
2026-09-23,13:31,0.325,145000,48430.000
2026-09-23,13:32,0.325,145000,48430.000
2026-09-23,13:33,0.325,145000,48430.000
2026-09-23,13:34,0.325,145000,48430.000
2026-09-23,13:35,0.325,145000,48430.000
2026-09-23,13:36,0.325,145000,48430.000
2026-09-23,13:37,0.325,145000,48430.000
2026-09-23,13:38,0.325,145000,48430.000
2026-09-23,13:39,0.325,145000,48430.000
2026-09-23,13:40,0.325,145000,48430.000
2026-09-23,13:41,0.325,145000,48430.000
2026-09-23,13:42,0.325,145000,48430.000
2026-09-23,13:43,0.325,145000,48430.000
2026-09-23,13:44,0.325,145000,48430.000
2026-09-23,13:45,0.325,145000,48430.000
2026-09-23,13:46,0.325,145000,48430.000
2026-09-23,13:47,0.325,145000,48430.000
2026-09-23,13:48,0.325,145000,48430.000
2026-09-23,13:49,0.325,145000,48430.000
2026-09-23,13:50,0.325,145000,48430.000
2026-09-23,13:51,0.325,145000,48430.000
2026-09-23,13:52,0.325,145000,48430.000
2026-09-23,13:53,0.325,145000,48430.000
2026-09-23,13:54,0.325,145000,48430.000
2026-09-23,13:55,0.325,145000,48430.000
2026-09-23,13:56,0.325,145000,48430.000
2026-09-23,13:57,0.325,145000,48430.000
2026-09-23,13:58,0.325,145000,48430.000
2026-09-23,13:59,0.325,145000,48430.000
2026-09-23,14:00,0.325,145000,48430.000
2026-09-23,14:01,0.325,145000,48430.000
2026-09-23,14:02,0.325,145000,48430.000
2026-09-23,14:03,0.325,145000,48430.000
2026-09-23,14:04,0.325,145000,48430.000
2026-09-23,14:05,0.325,145000,48430.000
2026-09-23,14:06,0.325,145000,48430.000
2026-09-23,14:07,0.325,145000,48430.000
2026-09-23,14:08,0.325,145000,48430.000
2026-09-23,14:09,0.325,145000,48430.000
2026-09-23,14:10,0.325,145000,48430.000
2026-09-23,14:11,0.325,145000,48430.000
2026-09-23,14:12,0.325,145000,48430.000
2026-09-23,14:13,0.325,145000,48430.000
2026-09-23,14:14,0.325,145000,48430.000
2026-09-23,14:15,0.325,145000,48430.000
2026-09-23,14:16,0.325,145000,48430.000
2026-09-23,14:17,0.325,145000,48430.000
2026-09-23,14:18,0.325,145000,48430.000
2026-09-23,14:19,0.325,145000,48430.000
2026-09-23,14:20,0.325,145000,48430.000
2026-09-23,14:21,0.325,145000,48430.000
2026-09-23,14:22,0.325,145000,48430.000
2026-09-23,14:23,0.325,145000,48430.000
2026-09-23,14:24,0.325,145000,48430.000
2026-09-23,14:25,0.325,145000,48430.000
2026-09-23,14:26,0.325,177000,58830.000
2026-09-23,14:27,0.325,177000,58830.000
2026-09-23,14:28,0.325,177000,58830.000
2026-09-23,14:29,0.325,177000,58830.000
2026-09-23,14:30,0.325,177000,58830.000
2026-09-23,14:31,0.325,177000,58830.000
2026-09-23,14:32,0.325,177000,58830.000
2026-09-23,14:33,0.325,177000,58830.000
2026-09-23,14:34,0.325,177000,58830.000
2026-09-23,14:35,0.325,177000,58830.000
2026-09-23,14:36,0.325,177000,58830.000
2026-09-23,14:37,0.325,177000,58830.000
2026-09-23,14:38,0.325,177000,58830.000
2026-09-23,14:39,0.325,177000,58830.000
2026-09-23,14:40,0.325,182000,60455.000
2026-09-23,14:41,0.325,182000,60455.000
2026-09-23,14:42,0.325,182000,60455.000
2026-09-23,14:43,0.325,182000,60455.000
2026-09-23,14:44,0.325,182000,60455.000
2026-09-23,14:45,0.325,182000,60455.000
2026-09-23,14:46,0.325,182000,60455.000
2026-09-23,14:47,0.320,214000,70695.000
2026-09-23,14:48,0.320,234000,77095.000
2026-09-23,14:49,0.320,234000,77095.000
2026-09-23,14:50,0.320,234000,77095.000
2026-09-23,14:51,0.320,234000,77095.000
2026-09-23,14:52,0.320,234000,77095.000
2026-09-23,14:53,0.320,302000,98855.000
2026-09-23,14:54,0.320,302000,98855.000
2026-09-23,14:55,0.320,302000,98855.000
2026-09-23,14:56,0.320,302000,98855.000
2026-09-23,14:57,0.320,302000,98855.000
2026-09-23,14:58,0.320,302000,98855.000
2026-09-23,14:59,0.320,302000,98855.000
2026-09-23,15:00,0.320,302000,98855.000
2026-09-23,15:01,0.315,322000,105155.000
2026-09-23,15:02,0.315,322000,105155.000
2026-09-23,15:03,0.315,322000,105155.000
2026-09-23,15:04,0.315,322000,105155.000
2026-09-23,15:05,0.315,322000,105155.000
2026-09-23,15:06,0.315,322000,105155.000
2026-09-23,15:07,0.315,322000,105155.000
2026-09-23,15:08,0.315,322000,105155.000
2026-09-23,15:09,0.315,322000,105155.000
2026-09-23,15:10,0.315,322000,105155.000
2026-09-23,15:11,0.315,322000,105155.000
2026-09-23,15:12,0.315,322000,105155.000
2026-09-23,15:13,0.315,322000,105155.000
2026-09-23,15:14,0.315,322000,105155.000
2026-09-23,15:15,0.315,322000,105155.000
2026-09-23,15:16,0.315,322000,105155.000
2026-09-23,15:17,0.315,322000,105155.000
2026-09-23,15:18,0.315,322000,105155.000
2026-09-23,15:19,0.315,322000,105155.000
2026-09-23,15:20,0.315,322000,105155.000
2026-09-23,15:21,0.315,322000,105155.000
2026-09-23,15:22,0.315,322000,105155.000
2026-09-23,15:23,0.315,322000,105155.000
2026-09-23,15:24,0.315,322000,105155.000
2026-09-23,15:25,0.315,322000,105155.000
2026-09-23,15:26,0.315,322000,105155.000
2026-09-23,15:27,0.315,322000,105155.000
2026-09-23,15:28,0.315,322000,105155.000
2026-09-23,15:29,0.315,322000,105155.000
2026-09-23,15:30,0.315,322000,105155.000
2026-09-23,15:31,0.315,322000,105155.000
2026-09-23,15:32,0.315,322000,105155.000
2026-09-23,15:33,0.315,322000,105155.000
2026-09-23,15:34,0.315,322000,105155.000
2026-09-23,15:35,0.315,322000,105155.000
2026-09-23,15:36,0.315,322000,105155.000
2026-09-23,15:37,0.315,322000,105155.000
2026-09-23,15:38,0.315,322000,105155.000
2026-09-23,15:39,0.315,322000,105155.000
2026-09-23,15:40,0.315,322000,105155.000
2026-09-23,15:41,0.315,322000,105155.000
2026-09-23,15:42,0.315,322000,105155.000
2026-09-23,15:43,0.315,322000,105155.000
2026-09-23,15:44,0.315,322000,105155.000
2026-09-23,15:45,0.315,322000,105155.000
2026-09-23,15:46,0.315,322000,105155.000
2026-09-23,15:47,0.315,322000,105155.000
2026-09-23,15:48,0.315,322000,105155.000
2026-09-23,15:49,0.315,322000,105155.000
2026-09-23,15:50,0.315,322000,105155.000
2026-09-23,15:51,0.320,380000,123715.000
2026-09-23,15:52,0.320,380000,123715.000
2026-09-23,15:53,0.320,380000,123715.000
2026-09-23,15:54,0.320,380000,123715.000
2026-09-23,15:55,0.320,380000,123715.000
2026-09-23,15:56,0.320,380000,123715.000
2026-09-23,15:57,0.320,380000,123715.000
2026-09-23,15:58,0.320,380000,123715.000
2026-09-23,15:59,0.320,380000,123715.000
2026-09-23,16:00,0.320,380000,123715.000
