date,time,price_hkd,volume_shares,avg_price_hkd
2026-09-18,13:38,0.285,0,0.000
2026-09-18,13:39,0.285,0,0.000
2026-09-18,13:40,0.285,0,0.000
2026-09-18,13:41,0.285,0,0.000
2026-09-18,13:42,0.285,0,0.000
2026-09-18,13:43,0.285,0,0.000
2026-09-18,13:44,0.285,0,0.000
2026-09-18,13:45,0.285,0,0.000
2026-09-18,13:46,0.285,0,0.000
2026-09-18,13:47,0.285,0,0.000
2026-09-18,13:48,0.285,0,0.000
2026-09-18,13:49,0.285,0,0.000
2026-09-18,13:50,0.285,0,0.000
2026-09-18,13:51,0.285,0,0.000
2026-09-18,13:52,0.285,0,0.000
2026-09-18,13:53,0.285,0,0.000
2026-09-18,13:54,0.285,0,0.000
2026-09-18,13:55,0.285,0,0.000
2026-09-18,13:56,0.285,0,0.000
2026-09-18,13:57,0.285,0,0.000
2026-09-18,13:58,0.285,0,0.000
2026-09-18,13:59,0.285,0,0.000
2026-09-18,14:00,0.285,0,0.000
2026-09-18,14:01,0.285,0,0.000
2026-09-18,14:02,0.285,0,0.000
2026-09-18,14:03,0.285,0,0.000
2026-09-18,14:04,0.285,0,0.000
2026-09-18,14:05,0.285,0,0.000
2026-09-18,14:06,0.285,0,0.000
2026-09-18,14:07,0.285,0,0.000
2026-09-18,14:08,0.285,0,0.000
2026-09-18,14:09,0.285,0,0.000
2026-09-18,14:10,0.285,0,0.000
2026-09-18,14:11,0.285,0,0.000
2026-09-18,14:12,0.285,0,0.000
2026-09-18,14:13,0.285,0,0.000
2026-09-18,14:14,0.285,0,0.000
2026-09-18,14:15,0.285,0,0.000
2026-09-18,14:16,0.285,0,0.000
2026-09-18,14:17,0.285,0,0.000
2026-09-18,14:18,0.285,0,0.000
2026-09-18,14:19,0.285,0,0.000
2026-09-18,14:20,0.285,0,0.000
2026-09-18,14:21,0.285,0,0.000
2026-09-18,14:22,0.285,0,0.000
2026-09-18,14:23,0.285,0,0.000
2026-09-18,14:24,0.285,0,0.000
2026-09-18,14:25,0.285,0,0.000
2026-09-18,14:26,0.285,0,0.000
2026-09-18,14:27,0.285,0,0.000
2026-09-18,14:28,0.285,0,0.000
2026-09-18,14:29,0.285,0,0.000
2026-09-18,14:30,0.285,0,0.000
2026-09-18,14:31,0.285,0,0.000
2026-09-18,14:32,0.285,0,0.000
2026-09-18,14:33,0.285,0,0.000
2026-09-18,14:34,0.285,0,0.000
2026-09-18,14:35,0.285,0,0.000
2026-09-18,14:36,0.285,0,0.000
2026-09-18,14:37,0.285,0,0.000
2026-09-18,14:38,0.285,0,0.000
2026-09-18,14:39,0.285,0,0.000
2026-09-18,14:40,0.285,0,0.000
2026-09-18,14:41,0.285,0,0.000
2026-09-18,14:42,0.285,0,0.000
2026-09-18,14:43,0.290,0,0.000
2026-09-18,14:44,0.290,7000,2030.000
2026-09-18,14:45,0.290,7000,2030.000
2026-09-18,14:46,0.290,7000,2030.000
2026-09-18,14:47,0.290,7000,2030.000
2026-09-18,14:48,0.290,7000,2030.000
2026-09-18,14:49,0.290,7000,2030.000
2026-09-18,14:50,0.290,7000,2030.000
2026-09-18,14:51,0.290,7000,2030.000
2026-09-18,14:52,0.290,7000,2030.000
2026-09-18,14:53,0.290,7000,2030.000
2026-09-18,14:54,0.290,7000,2030.000
2026-09-18,14:55,0.290,7000,2030.000
2026-09-18,14:56,0.290,7000,2030.000
2026-09-18,14:57,0.290,7000,2030.000
2026-09-18,14:58,0.290,7000,2030.000
2026-09-18,14:59,0.290,7000,2030.000
2026-09-18,15:00,0.290,7000,2030.000
2026-09-18,15:01,0.290,7000,2030.000
2026-09-18,15:02,0.290,7000,2030.000
2026-09-18,15:03,0.290,7000,2030.000
2026-09-18,15:04,0.290,7000,2030.000
2026-09-18,15:05,0.290,7000,2030.000
2026-09-18,15:06,0.290,7000,2030.000
2026-09-18,15:07,0.290,7000,2030.000
2026-09-18,15:08,0.290,7000,2030.000
2026-09-18,15:09,0.290,7000,2030.000
2026-09-18,15:10,0.290,7000,2030.000
2026-09-18,15:11,0.290,7000,2030.000
2026-09-18,15:12,0.290,7000,2030.000
2026-09-18,15:13,0.290,7000,2030.000
2026-09-18,15:14,0.290,7000,2030.000
2026-09-18,15:15,0.290,7000,2030.000
2026-09-18,15:16,0.290,7000,2030.000
2026-09-18,15:17,0.290,7000,2030.000
2026-09-18,15:18,0.290,7000,2030.000
2026-09-18,15:19,0.290,7000,2030.000
2026-09-18,15:20,0.290,7000,2030.000
2026-09-18,15:21,0.290,7000,2030.000
2026-09-18,15:22,0.290,7000,2030.000
2026-09-18,15:23,0.290,7000,2030.000
2026-09-18,15:24,0.290,7000,2030.000
2026-09-18,15:25,0.290,7000,2030.000
2026-09-18,15:26,0.290,7000,2030.000
2026-09-18,15:27,0.290,7000,2030.000
2026-09-18,15:28,0.290,7000,2030.000
2026-09-18,15:29,0.290,7000,2030.000
2026-09-18,15:30,0.290,7000,2030.000
2026-09-18,15:31,0.290,7000,2030.000
2026-09-18,15:32,0.290,7000,2030.000
2026-09-18,15:33,0.290,7000,2030.000
