date,time,price_hkd,volume_shares,avg_price_hkd
2026-09-22,09:30,0.290,0,0.000
2026-09-22,09:31,0.290,0,0.000
2026-09-22,09:32,0.290,0,0.000
2026-09-22,09:33,0.290,0,0.000
2026-09-22,09:34,0.290,0,0.000
2026-09-22,09:35,0.290,0,0.000
2026-09-22,09:36,0.290,0,0.000
2026-09-22,09:37,0.290,0,0.000
2026-09-22,09:38,0.290,0,0.000
2026-09-22,09:39,0.290,0,0.000
2026-09-22,09:40,0.290,0,0.000
2026-09-22,09:41,0.290,0,0.000
2026-09-22,09:42,0.295,0,0.000
2026-09-22,09:43,0.295,0,0.000
2026-09-22,09:44,0.295,0,0.000
2026-09-22,09:45,0.295,0,0.000
2026-09-22,09:46,0.295,0,0.000
2026-09-22,09:47,0.295,0,0.000
2026-09-22,09:48,0.295,0,0.000
2026-09-22,09:49,0.295,0,0.000
2026-09-22,09:50,0.295,0,0.000
2026-09-22,09:51,0.295,0,0.000
2026-09-22,09:52,0.295,0,0.000
2026-09-22,09:53,0.295,0,0.000
2026-09-22,09:54,0.295,0,0.000
2026-09-22,09:55,0.295,0,0.000
2026-09-22,09:56,0.295,0,0.000
2026-09-22,09:57,0.295,0,0.000
2026-09-22,09:58,0.295,0,0.000
2026-09-22,09:59,0.295,0,0.000
2026-09-22,10:00,0.295,0,0.000
2026-09-22,10:01,0.295,5000,1475.000
2026-09-22,10:02,0.310,50000,15120.000
2026-09-22,10:03,0.310,50000,15120.000
2026-09-22,10:04,0.310,50000,15120.000
2026-09-22,10:05,0.310,100000,30620.000
2026-09-22,10:06,0.310,100000,30620.000
2026-09-22,10:07,0.310,100000,30620.000
2026-09-22,10:08,0.310,100000,30620.000
2026-09-22,10:09,0.310,100000,30620.000
2026-09-22,10:10,0.310,100000,30620.000
2026-09-22,10:11,0.310,100000,30620.000
2026-09-22,10:12,0.310,100000,30620.000
2026-09-22,10:13,0.310,100000,30620.000
2026-09-22,10:14,0.310,100000,30620.000
2026-09-22,10:15,0.310,100000,30620.000
2026-09-22,10:16,0.310,100000,30620.000
2026-09-22,10:17,0.310,100000,30620.000
2026-09-22,10:18,0.310,100000,30620.000
2026-09-22,10:19,0.310,100000,30620.000
2026-09-22,10:20,0.310,100000,30620.000
2026-09-22,10:21,0.310,100000,30620.000
2026-09-22,10:22,0.310,100000,30620.000
2026-09-22,10:23,0.310,100000,30620.000
2026-09-22,10:24,0.310,100000,30620.000
2026-09-22,10:25,0.310,100000,30620.000
2026-09-22,10:26,0.310,100000,30620.000
2026-09-22,10:27,0.310,100000,30620.000
2026-09-22,10:28,0.310,100000,30620.000
2026-09-22,10:29,0.310,100000,30620.000
2026-09-22,10:30,0.310,100000,30620.000
2026-09-22,10:31,0.310,100000,30620.000
2026-09-22,10:32,0.310,100000,30620.000
2026-09-22,10:33,0.310,100000,30620.000
2026-09-22,10:34,0.310,100000,30620.000
2026-09-22,10:35,0.310,100000,30620.000
2026-09-22,10:36,0.310,100000,30620.000
2026-09-22,10:37,0.310,100000,30620.000
2026-09-22,10:38,0.310,100000,30620.000
2026-09-22,10:39,0.310,100000,30620.000
2026-09-22,10:40,0.310,100000,30620.000
2026-09-22,10:41,0.310,100000,30620.000
2026-09-22,10:42,0.310,100000,30620.000
2026-09-22,10:43,0.310,100000,30620.000
2026-09-22,10:44,0.310,100000,30620.000
2026-09-22,10:45,0.310,100000,30620.000
2026-09-22,10:46,0.310,100000,30620.000
2026-09-22,10:47,0.310,100000,30620.000
2026-09-22,10:48,0.310,100000,30620.000
2026-09-22,10:49,0.310,100000,30620.000
2026-09-22,10:50,0.310,100000,30620.000
2026-09-22,10:51,0.310,100000,30620.000
2026-09-22,10:52,0.310,100000,30620.000
2026-09-22,10:53,0.310,100000,30620.000
2026-09-22,10:54,0.310,100000,30620.000
2026-09-22,10:55,0.310,100000,30620.000
2026-09-22,10:56,0.310,100000,30620.000
2026-09-22,10:57,0.310,100000,30620.000
2026-09-22,10:58,0.310,100000,30620.000
2026-09-22,10:59,0.310,100000,30620.000
2026-09-22,11:00,0.310,100000,30620.000
2026-09-22,11:01,0.310,100000,30620.000
2026-09-22,11:02,0.310,100000,30620.000
2026-09-22,11:03,0.310,100000,30620.000
2026-09-22,11:04,0.310,100000,30620.000
2026-09-22,11:05,0.310,100000,30620.000
2026-09-22,11:06,0.310,100000,30620.000
2026-09-22,11:07,0.310,100000,30620.000
2026-09-22,11:08,0.310,100000,30620.000
2026-09-22,11:09,0.310,100000,30620.000
2026-09-22,11:10,0.310,100000,30620.000
2026-09-22,11:11,0.310,100000,30620.000
2026-09-22,11:12,0.310,100000,30620.000
2026-09-22,11:13,0.310,100000,30620.000
2026-09-22,11:14,0.310,100000,30620.000
2026-09-22,11:15,0.310,100000,30620.000
2026-09-22,11:16,0.310,100000,30620.000
2026-09-22,11:17,0.310,100000,30620.000
2026-09-22,11:18,0.310,100000,30620.000
2026-09-22,11:19,0.310,100000,30620.000
2026-09-22,11:20,0.310,100000,30620.000
2026-09-22,11:21,0.310,100000,30620.000
2026-09-22,11:22,0.310,100000,30620.000
2026-09-22,11:23,0.310,100000,30620.000
2026-09-22,11:24,0.310,100000,30620.000
2026-09-22,11:25,0.310,100000,30620.000
2026-09-22,11:26,0.310,100000,30620.000
2026-09-22,11:27,0.310,100000,30620.000
2026-09-22,11:28,0.310,100000,30620.000
2026-09-22,11:29,0.310,100000,30620.000
2026-09-22,11:30,0.310,100000,30620.000
2026-09-22,11:31,0.310,100000,30620.000
2026-09-22,11:32,0.310,100000,30620.000
2026-09-22,11:33,0.310,100000,30620.000
2026-09-22,11:34,0.310,100000,30620.000
2026-09-22,11:35,0.310,100000,30620.000
2026-09-22,11:36,0.310,100000,30620.000
2026-09-22,11:37,0.310,100000,30620.000
2026-09-22,11:38,0.310,100000,30620.000
2026-09-22,11:39,0.310,100000,30620.000
2026-09-22,11:40,0.310,100000,30620.000
2026-09-22,11:41,0.310,100000,30620.000
2026-09-22,11:42,0.310,100000,30620.000
2026-09-22,11:43,0.310,100000,30620.000
2026-09-22,11:44,0.310,100000,30620.000
2026-09-22,11:45,0.310,100000,30620.000
2026-09-22,11:46,0.310,100000,30620.000
2026-09-22,11:47,0.310,100000,30620.000
2026-09-22,11:48,0.310,100000,30620.000
2026-09-22,11:49,0.310,100000,30620.000
2026-09-22,11:50,0.310,100000,30620.000
2026-09-22,11:51,0.310,100000,30620.000
2026-09-22,11:52,0.310,100000,30620.000
2026-09-22,11:53,0.310,100000,30620.000
2026-09-22,11:54,0.310,100000,30620.000
2026-09-22,11:55,0.310,100000,30620.000
2026-09-22,11:56,0.310,100000,30620.000
2026-09-22,11:57,0.310,100000,30620.000
2026-09-22,11:58,0.310,100000,30620.000
2026-09-22,11:59,0.310,100000,30620.000
2026-09-22,12:00,0.310,100000,30620.000
2026-09-22,13:00,0.310,100000,30620.000
2026-09-22,13:01,0.310,100000,30620.000
2026-09-22,13:02,0.310,100000,30620.000
2026-09-22,13:03,0.310,100000,30620.000
2026-09-22,13:04,0.310,100000,30620.000
2026-09-22,13:05,0.310,100000,30620.000
2026-09-22,13:06,0.310,100000,30620.000
2026-09-22,13:07,0.310,100000,30620.000
2026-09-22,13:08,0.310,100000,30620.000
2026-09-22,13:09,0.310,100000,30620.000
2026-09-22,13:10,0.310,100000,30620.000
2026-09-22,13:11,0.310,100000,30620.000
2026-09-22,13:12,0.310,100000,30620.000
2026-09-22,13:13,0.310,100000,30620.000
2026-09-22,13:14,0.310,100000,30620.000
2026-09-22,13:15,0.310,100000,30620.000
2026-09-22,13:16,0.310,100000,30620.000
2026-09-22,13:17,0.310,100000,30620.000
2026-09-22,13:18,0.310,100000,30620.000
2026-09-22,13:19,0.310,100000,30620.000
2026-09-22,13:20,0.310,100000,30620.000
2026-09-22,13:21,0.310,100000,30620.000
2026-09-22,13:22,0.310,100000,30620.000
2026-09-22,13:23,0.310,100000,30620.000
2026-09-22,13:24,0.310,100000,30620.000
2026-09-22,13:25,0.310,100000,30620.000
2026-09-22,13:26,0.310,100000,30620.000
2026-09-22,13:27,0.310,100000,30620.000
2026-09-22,13:28,0.310,100000,30620.000
2026-09-22,13:29,0.310,100000,30620.000
2026-09-22,13:30,0.310,100000,30620.000
2026-09-22,13:31,0.310,100000,30620.000
2026-09-22,13:32,0.310,100000,30620.000
2026-09-22,13:33,0.310,100000,30620.000
2026-09-22,13:34,0.310,100000,30620.000
2026-09-22,13:35,0.310,100000,30620.000
2026-09-22,13:36,0.310,100000,30620.000
2026-09-22,13:37,0.310,100000,30620.000
2026-09-22,13:38,0.310,100000,30620.000
2026-09-22,13:39,0.310,100000,30620.000
2026-09-22,13:40,0.310,100000,30620.000
2026-09-22,13:41,0.310,100000,30620.000
2026-09-22,13:42,0.310,100000,30620.000
2026-09-22,13:43,0.310,100000,30620.000
